 51 2060.332203 1.066E-23 3.211E+01.05530.059 2543.05670.72-.002787              2              1                    P 14      475663 510 5 5 1 8    27.0   29.0
 52 2061.821909 3.770E-21 1.608E+01.05950.065  165.37220.75-.002591              1              0                    P  9      475663 510 5 5 1 8    34.0   38.0
 53 2061.926422 7.001E-22 1.618E+01.06060.066  131.80180.75-.002514              1              0                    P  8      475663 510 5 5 1 8    15.0   17.0
 53 2062.639359 3.812E-30 4.194E+01.06320.069 4212.97330.74-.001710              3              2                    R  5      475663 510 5 5 1 8    13.0   11.0
 52 2063.058119 1.880E-29 4.141E+01.06510.071 4202.92200.74-.001736              3              2                    R  4      475663 510 5 5 1 8    22.0   18.0
 51 2063.224922 1.135E-27 5.013E+01.06180.068 4365.74430.75-.002418              3              2                    P  7      475663 510 5 5 1 8    13.0   15.0
 53 2063.273701 1.250E-26 6.072E+01.08030.087 2095.75100.76-.001060              2              1                    P  1      475663 510 5 5 1 8     1.0    3.0
 52 2063.433239 1.335E-25 4.056E+01.07570.081 2106.99640.75-.001431              2              1                    P  2      475663 510 5 5 1 8     6.0   10.0
 51 2064.396920 4.885E-20 1.602E+01.05170.055  729.67740.67-.003410              1              0                    P 19      475663 510 5 5 1 1    37.0   39.0
 51 2064.583910 1.285E-23 3.240E+01.05610.060 2489.78310.73-.002765              2              1                    P 13      475663 510 5 5 1 8    25.0   27.0
 52 2065.754733 3.943E-21 1.630E+01.06060.066  132.30500.75-.002514              1              0                    P  8      475663 510 5 5 1 8    30.0   34.0
 53 2065.812341 7.078E-22 1.642E+01.06180.068  102.51750.75-.002418              1              0                    P  7      475663 510 5 5 1 8    13.0   15.0
 53 2066.005768 4.012E-30 4.262E+01.06180.068 4234.54990.75-.001700              3              2                    R  6      475663 510 5 5 1 8    15.0   13.0
 52 2066.470323 2.070E-29 4.226E+01.06320.069 4220.97180.74-.001710              3              2                    R  5      475663 510 5 5 1 8    26.0   22.0
 52 2067.109024 6.926E-26 6.118E+01.08030.087 2099.71010.76-.001060              2              1                    P  1      475663 510 5 5 1 8     2.0    6.0
 51 2067.206865 1.107E-27 5.107E+01.06320.069 4339.32740.74-.002298              3              2                    P  6      475663 510 5 5 1 8    11.0   13.0
 51 2068.802522 1.511E-23 3.270E+01.05690.062 2440.30620.74-.002736              2              1                    P 12      475663 510 5 5 1 8    23.0   25.0
 51 2068.846945 6.609E-20 1.615E+01.05240.056  656.78920.68-.003500              1              0                    P 18      475663 510 5 5 1 1    35.0   37.0
 53 2069.338719 4.064E-30 4.320E+01.06060.066 4259.72060.75-.001704              3              2                    R  7      475663 510 5 5 1 8    17.0   15.0
 52 2069.655913 3.988E-21 1.655E+01.06180.068  102.90890.75-.002418              1              0                    P  7      475663 510 5 5 1 8    26.0   30.0
 53 2069.666663 6.884E-22 1.674E+01.06320.069   76.89140.74-.002298              1              0                    P  6      475663 510 5 5 1 8    11.0   13.0
 52 2069.849011 2.178E-29 4.294E+01.06180.068 4242.63000.75-.001700              3              2                    R  6      475663 510 5 5 1 8    30.0   26.0
